"","loan_id","account_id","date.x","amount","duration","payments","status","n_credit","n_withdrawal","max_credit","avg_credit","min_credit","sd_credit","skew_credit","kurtosi_credit","median_credit","mad_credit","growth_credit","max_withdrawal","avg_withdrawal","min_withdrawal","sd_withdrawal","skew_withdrawal","kurtosi_withdrawal","median_withdrawal","mad_withdrawal","grwoth_withdrawal","avg_amount","sd_amount","skew_amount","kurtosi_amount","median_amount","mad_amount","growth_amount","avg_balance","max_balance","min_balance","sd_balance","skew_balance","kurtosi_balance","median_balance","mad_balance","growth_balance","disp_id","client_id","type.x","birthday","gender","age_range","age","district_id","frequency","date.y","name","region","hab","m_hab.499","m_hab500.1999","m_hab2000.9999","m_hab.10000","cities","urban_hab","salary","unemployment95","unemployment96","enterpreneurs_per_hab","crimes95","crimes96","avg_monthly_balance","datediff","credit_per_witdrawal","credit_per_payments","crimes96_per_crime95","loanAmount_per_avgAmount","card_id","type.y","issued","avg_amount_by_duration","cover_loan","n_credits_vs_n_withdrawal","avg_credits_vs_avg_withdrawal","time_before_loan","payments_by_duration","avg_monthly_balance_vs_payments","frequency_numeric","region_numeric","gender_numeric","card_numeric","max_balance_vs_min_balance"
"1",5314,1787,930705,96396,12,8033,-1,4,0,9900,5025,1100,3774.8068383252,0.235754326150354,-2.00098712063896,4550,3484.11,2,0,0,0,0,0,0,0,0,0,5025,3774.8068383252,0.235754326150354,-2.00098712063896,4550,3484.11,2,12250,20100,1100,8330.8663014919,-0.350324353980763,-1.97834876111314,13900,6745.83,17.2727272727273,2166,2166,"OWNER",470722,"f","40_50",51.9278,30,"weekly issuance",930322,"Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,12250,459983,2,0.625544628407818,0.939363484087102,19.1832835820896,NA,NA,0,60300,23846,4,5025,-383,96396,-23846,3,8,1,0,-19000
"2",5316,1801,930711,165960,36,4610,1,17,18,36574,13523.1588235294,2.9,13998.0922253739,0.444848308301829,-1.56488170395425,8368,12217.3653,40.6728571428571,54300,8884.24,14.6,14074.8006079697,2.04671336647163,3.33008093828299,3793,4206.1362,-0.937034990791897,1411.05135135135,17882.9990590166,-0.412753675393404,1.58602592129634,-14.6,6156.34824,-5.88428571428571,52083.8594594595,120512.8,700,29122.0594539456,0.38395917195983,-0.559250030444371,52208.9,30731.18454,73.5841428571429,2181,2181,"OWNER",680722,"m","60_70",30.9278,46,"monthly issuance",930213,"Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46732.2390740741,249989,1.5221514528569,2.93344009187189,0.917309039943938,117.614429723668,NA,NA,0,50797.8486486486,63078.2918918919,-1,4638.91882352941,-498,165960,-68429.9122772773,2,2,2,0,-119812.8
"3",6863,9188,930728,127080,60,2118,1,15,9,19065,5009.73333333333,48.6,6801.23471622897,0.757547382640703,-1.19026754087578,139.8,135.21312,14.8875,14800,6097,66,5390.56597214059,0.288477074191817,-1.66677038706944,5300,7159.4754,4,844.708333333333,8272.42158263208,0.330629225904013,-0.338866697384391,84.85,3165.12861,-16,30060.9541666667,49590.4,800,11520.1844510437,-0.432235266532008,-0.0177569549486942,30463.95,6699.94353,24.341,11006,11314,"OWNER",360602,"m","30_40",62.9398,45,"monthly issuance",930208,"Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,25587.1755952381,570126,0.821671860477831,2.36531318854265,1.02019230769231,150.442460415331,NA,NA,0,50682.5,46336.5458333333,6,-1087.26666666667,-520,127080,-50810.3244047619,2,2,2,0,-48790.4
"4",5325,1843,930803,105804,36,2939,1,13,12,26448,9254.6,132.8,9818.59121827906,0.288126834942736,-1.74457251115186,3900,5585.25072,-0.8219,15600,7168.1,14.6,4919.09643402858,0.0275978356925385,-1.28964866519765,6994,6301.05,-0.998302325581395,1371.704,11376.1246311255,0.623247134492962,-0.758250265141429,132.8,10566.19368,-1.0146,41297.48,65898.5,1000,14151.2604430371,-0.682723966298846,0.786852953076692,39450.5,11494.15302,33.2927,2235,2235,"OWNER",400420,"f","40_50",58.958,12,"monthly issuance",930130,"Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,33742.3734693878,530383,1.29108131862,3.14889418169445,1.01682439537329,77.13325907047,NA,NA,0,49381.344,15125.176,1,2086.5,-673,105804,-22680.2825306122,2,1,1,0,-64898.5
"5",7240,11013,930906,274740,60,4579,1,13,14,63366,21255.9307692308,77.1,24264.229779533,0.301508750375147,-1.7842708473467,600,775.25154,-0.695333333333333,36700,16801,30,13981.9249362553,0.139125514850913,-1.79958325155448,12199.5,18042.5007,-0.995714285714286,1522.70740740741,27294.1780104212,0.624722381210462,-0.590408176922077,-30,14038.7394,-0.695333333333333,57188.2111111111,122893.1,600,25256.6658167142,0.62850173280667,0.498646528603214,51865.1,15493.17,67.5715,13231,13539,"OWNER",780907,"m","70_80",20.9093,1,"weekly issuance",930214,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,51800.6414965986,149999,1.26515866729544,4.64204646630941,1.15675152024464,180.428622507181,NA,NA,0,91362.4444444444,126189.344444444,-1,4454.93076923077,-692,274740,-131576.914058957,3,5,2,0,-122293.1
"6",6687,8261,930913,87840,24,3660,1,14,3,32938,7331.98571428571,51.3,11713.8590818974,1.01125955862347,-0.756351813993816,263.4,312.23556,-0.4596,22000,19600,15200,3815.75680566778,-0.380147248481575,-2.33333333333333,21600,593.04,0.447368421052632,2579.28235294118,15010.2148055181,0.262410607219226,-0.5901712014281,176.4,479.76936,-45,46318.5529411765,65847.8,500,20670.9773821631,-0.677603405813611,-0.933826415589037,57602.6,12224.33352,86.6956,9892,10200,"OWNER",800216,"f","80_90",18.9784,13,"monthly issuance",930512,"Rakovnik","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,45947.94,130697,0.374080903790087,2.00327478532397,1.17407639323732,34.05598456479,NA,NA,0,61902.7764705882,-20381.3294117647,11,-12268.0142857143,-401,87840,20010.7164705882,2,1,1,0,-65347.8
"7",7284,11265,930915,52788,12,4399,1,21,22,11427,4304.0380952381,43.9,3880.56020124365,0.169640097381611,-1.59454631408622,3700,5365.23288,0.9,17920,3152.53636363636,14.6,3848.85077437105,2.45457111749179,6.98928071866705,2607,3114.9426,-0.3675,489.046511627907,5366.66029057661,-0.409055083710441,1.55059509878598,-14.6,3843.49224,0.9,22198.1790697674,41469.1,1000,6652.64295634085,-0.0240733635949127,2.22953392091767,21029,4010.433,20.029,13537,13845,"OWNER",730216,"m","70_80",25.9784,15,"monthly issuance",930114,"Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,21108.6166666667,200699,1.3652619982069,0.978412842745646,1.01842818428184,107.940653383423,NA,NA,0,5868.55813953488,24721.2627906977,-1,1151.50173160173,-801,52788,-25810.8251937985,2,6,2,0,-40469.1
"8",6111,5428,930924,174744,24,7281,-1,16,14,47436,13374.85,77.8,16348.3572340465,0.835115563612975,-0.911905218731858,5634,8231.24694,39.175,52600,9741.05,14.6,13510.3144667078,2.1389930804795,3.75830405619325,5100,5584.9542,-0.847402597402597,1816.9,18855.7507109686,0.0841881616861982,1.59053233610467,31.6,7931.91,39.175,37485.45625,105628,1000,28302.6531429868,1.01104070044541,-0.04851640287028,26584.9,18007.06656,57.1409,6551,6551,"OWNER",480812,"f","40_50",50.9188,24,"monthly issuance",930414,"Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,39265.6888492064,450112,1.37303986736543,1.8369523417113,1.01442862639477,96.1770047883758,NA,NA,0,43605.6,93652.94375,2,3633.8,-510,174744,-91872.7111507936,2,8,1,0,-104628
"9",7235,10973,931013,154416,48,3217,1,16,14,39098,11408.9875,13.6,13212.0352328158,0.651443168928284,-1.15001737187876,5951,8607.75321,-0.981207148477015,19200,8071.3125,30,6991.37801122449,0.122418988122888,-1.77358180574272,6450,9518.292,-0.864583333333333,1668.8375,14354.290498365,0.828942280394738,0.0232339634443983,-8.2,8835.10992,-1.29223333707991,46715.8,81723.5,8897,20286.9655584644,-0.108998917472626,-0.676459510251469,45202.6,15910.5219,5.0023266269529,13182,13490,"OWNER",690525,"f","60_70",29.9475,18,"weekly issuance",930420,"Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,45394.0625510204,240488,1.4135232033204,3.54646798259248,1.09770114942529,92.529080872164,NA,NA,0,80104.2,27596,2,3337.675,-593,154416,-28917.7374489796,3,6,1,0,-72826.5
"10",5997,4894,931104,117024,24,4876,1,9,4,29255,13154.8333333333,45.1,15275.4333958975,0.186910037837374,-2.16997216246049,800,1119.21474,-0.739625,24000,16300,2100,9971.62641364654,-0.549592411223117,-1.84801608882337,19550,5411.49,10.4285714285714,4091.80769230769,19509.7413942139,0.139460147104434,-1.4557715933639,181.6,25028.66016,-0.739625,44131.1692307692,76985.2,800,19844.2475911528,-0.356415679730916,-0.344540546377677,47548.6,14390.8569,65.491875,5911,5911,"OWNER",351003,"m","30_40",63.8997,14,"monthly issuance",930620,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,38353.68,580101,0.807044989775051,2.6978739403883,0.953210175651121,28.5995845357046,NA,NA,0,98203.3846153846,-25310.5538461539,5,-3145.16666666667,-484,117024,19533.0646153846,2,6,2,0,-76185.2
"11",7121,10364,931110,21924,36,609,1,21,24,21739.5,7551.7380952381,38.3,7695.52681825463,0.19541544304243,-1.76879295515741,4200,6170.13642,12.1754545454545,17200,4562.625,14.6,4615.53878538008,0.836803204493533,0.0723850893321285,4950,6449.31,-0.996958333333333,1090.74444444444,8683.95006543041,0.538554828693954,-0.386319140959931,-14.6,7094.83404,12.1754545454545,34272.2133333333,60432.4,1100,10171.0318459875,-0.312838920748359,1.62165557852053,33949.4,6809.5818,43.6211818181818,12446,12754,"OWNER",600820,"m","60_70",38.918,55,"monthly issuance",930117,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,32475.7350649351,330290,1.65513012689802,12.4002267573696,1.06422519814157,20.1000336161847,NA,NA,0,39266.8,-51615.0133333333,-3,2989.1130952381,-993,21924,49818.5350649351,2,7,2,0,-59332.4
"12",6077,5270,931122,79608,24,3317,1,22,28,67124,23558.2909090909,110.2,24223.1983242532,0.127992887417599,-1.83554824916321,22774.5,32895.40989,54.93625,51700,13372.1483870968,14.6,13528.7492953308,0.993766654814805,0.216666677877405,10200,13195.14,-0.677083333333333,1957.4679245283,26077.8624089311,0.659397803998668,-0.183490057923292,-14.6,15100.87404,-4.875,69954.5716981132,125825.7,800,24870.2329276802,-0.181265733915171,-0.340003461842463,74616.4,30092.3322,128.682125,6367,6367,"OWNER",700428,"m","70_80",28.9572,44,"monthly issuance",930113,"Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,69275.0657142857,230694,1.76174315653146,7.10228848631019,1.07340720221607,40.668865631187,NA,NA,0,46979.2301886792,-37325.8018867925,-6,10186.1425219941,-1009,79608,36646.295902965,2,2,2,0,-125025.7
"13",6228,6034,931201,464520,60,7742,-1,31,28,47757,16035.5580645161,42.4,15297.8983286327,0.572201476213568,-0.897426609954279,15436,21825.3546,0.4535,41000,11073.8378378378,30,9932.96312932493,1.05884524533498,0.736845781867348,8500,9599.835,1.09815950920245,1284.85735294118,18515.4337321744,0.541566352265616,0.167261546988426,-30,13887.5142,0.4535,51760.0161764706,125943.1,200,27848.6867075738,0.680972366487799,0.139141390671915,46393.3,22182.51294,507.9865,7291,7291,"OWNER",401202,"f","40_50",58.8798,6,"weekly issuance",930319,"Kutna Hora","central Bohemia",77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,48798.1252910053,529999,1.44805787291961,2.07124232298064,1.18181818181818,361.534297123851,NA,NA,0,77091.4411764706,335668.542647059,3,4961.72022667829,-882,464520,-338630.433532524,3,1,1,0,-125743.1
"14",6356,6701,931208,95400,36,2650,1,22,23,35760,11706.5909090909,23.6,13022.7337876759,0.540538692366024,-1.36203544778459,7262,10646.40234,-0.325,33500,9195.12,30,11910.4408409877,1.09715895668313,-0.37732618097033,2700,3958.542,-0.97,588.659574468085,16204.1817151389,0.0279920505487609,0.240119121817315,-30,3958.542,-1.15,41562.3234042553,92354.8,200,23576.7433442569,0.377520226310718,-0.700371349016295,39490,25133.92476,137.335,8091,8091,"OWNER",710210,"m","70_80",27.979,49,"weekly issuance",930315,"Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,41383.9890740741,220998,1.27313084648062,4.41758147512865,1.2789156626506,162.063107673402,NA,NA,0,21191.7446808511,32645.9319148936,-1,2511.47090909091,-893,95400,-32824.2662450749,3,2,2,0,-92154.8
"15",5523,2705,931208,93888,36,2608,1,12,7,15649,7084.7,48,7697.68127484445,0.218989464589607,-2.04550984591675,3000,4315.77447,-0.684666666666667,15500,7185.71428571429,100,6092.18859727454,0.20152178394591,-1.98839614655627,3900,5633.88,2.07692307692308,1827.17894736842,9929.78091112113,0.0944989239557714,-1.05828322111254,189.2,6062.64792,-21,37510.4947368421,52378.2,600,14598.865783435,-0.970856038996101,-0.0656646666454312,37476.1,17419.0674,56.8605,3264,3264,"OWNER",501020,"f","50_60",48.898,63,"issuance after transaction",930705,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,35811.6833333333,430188,0.985942345924453,2.71652607361963,0.934699103713188,51.3841296908666,NA,NA,0,65778.4421052632,-9400.93684210526,5,-101.014285714286,-503,93888,7702.12543859649,1,7,1,0,-51778.2
"16",6456,7123,931209,47016,12,3918,1,22,19,47705,13031.0636363636,32.8,14937.0192727601,0.760436521718207,-0.763476534205259,7967,11597.04546,0.4145,51800,11395.5,100,12487.3410321266,1.64462442154853,2.86807217843377,8393,9174.3288,5.07541666666667,1399.36666666667,18411.8453201997,0.130498366489425,0.900791113457081,71,11706.6096,-73.905,60382.0857142857,112901.6,200,23888.3215594482,-0.318143782871071,-0.346724881292483,63745.3,23311.06806,292.866,8598,8598,"OWNER",571231,"f","50_60",41.8769,64,"issuance after transaction",930414,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,51501.2518518518,359978,1.14352714987176,3.32594783980695,0.951159678858162,33.5980562635478,NA,NA,0,16792.4,-30158.4857142857,3,1635.56363636364,-795,47016,21277.6518518518,1,7,1,0,-112701.6
"17",7104,10320,931213,259740,60,4329,1,10,7,38960,14443.35,75.3,15387.5149243542,0.185448443543114,-1.87360869616719,13386.5,19060.23147,47.7,21500,11030.5714285714,1300,6761.56852752236,0.0604268083431826,-1.41977948633633,11700,6671.7,8.54923076923077,3954.08823529412,17813.8283610262,0.513424711743991,-1.1329266237063,185.7,17621.73882,-16.5175,45198.1529411765,79633.5,800,19487.2396663213,-0.310764581713009,-0.427676109798058,44480,25252.23624,83.024375,12387,12695,"OWNER",790316,"m","70_80",19.9684,68,"monthly issuance",930711,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,39381.5888888889,140897,1.30939272670759,3.33641718641719,1.04695002667615,65.6889741815991,NA,NA,0,237245.294117647,-22703.4470588235,3,3412.77857142857,-502,259740,16886.8830065359,2,4,2,0,-78833.5
"18",6820,9034,931216,38148,12,3179,1,18,10,32706,8067.86111111111,9.9,11579.1039684394,0.794497195316215,-1.17222082160008,180.3,250.18875,35.34,20600,8863.23636363636,14.6,6190.69184296436,0.299358509021585,-0.913661746177705,9115,5463.381,-0.287890625,1645.72068965517,12844.8747721577,0.736307855021508,-0.199174348636016,21.6,6995.79636,-11.1277777777778,37462.0931034483,62324.6,900,13293.4318052437,-0.22359114472913,0.327971335538074,35767.5,13949.93166,52.0286666666667,10818,11126,"OWNER",650122,"f","60_70",33.9878,1,"monthly issuance",930628,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,32929.7948979592,281094,0.910261306379182,2.53786131208277,1.15675152024464,23.1801181329215,NA,NA,0,19748.6482758621,-19062.7413793103,8,-795.375252525253,-588,38148,14530.4431738213,2,5,1,0,-61424.6
"19",6876,9236,931221,86616,12,7218,1,12,3,17859,4879.43333333333,29.8,6561.63392377973,0.733796114123529,-1.23762935775118,458.85,634.40454,21.32375,11100,7100,2200,4517.74279923061,-0.191308415066895,-2.33333333333333,8000,4596.06,4.04545454545455,2483.54666666667,7832.35875991998,0.318506844522083,-0.761605436483873,88.4,3392.78184,-14.875,25714.0466666667,48353.1,800,11715.9751727452,-0.187081347836273,-0.373361525728529,26411.7,14594.41788,45.566375,11064,11372,"OWNER",610928,"m","60_70",37.9072,11,"monthly issuance",930818,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,23685.845,320293,0.687244131455399,0.67600905144546,1.01553956834532,34.8759301214392,NA,NA,0,29802.56,31099.3933333333,9,-2220.56666666667,-403,86616,-33127.595,2,1,2,0,-47553.1
"20",7097,10266,931223,75624,24,3151,-1,15,8,49887,11677,50.5,19366.4202130536,1.06775003886046,-0.7447618429365,318.9,233.5095,118.41,31100,16650,3200,10241.0936915937,-0.017549224776282,-1.65938545347183,15200,15493.17,2.64864864864865,1824.13043478261,21502.1233505065,0.852437286467569,0.0683473120989273,164.6,5729.65596,-34.75,50009.9086956522,89754.8,400,20688.4180488837,-0.119263581001704,-0.29056308443799,51090.4,21914.60712,103.887,12317,12625,"OWNER",581207,"m","50_60",40.8793,54,"monthly issuance",930610,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,48161.1228571429,350016,0.701321321321321,3.70580768010156,0.998664601249933,41.4575616732213,NA,NA,0,43779.1304347826,-18165.0391304348,7,-4973,-613,75624,16316.2532919255,2,7,2,0,-89354.8
"21",4959,2,940105,80952,24,3373,1,22,29,30354,10394.7863636364,13.5,11457.2696132109,0.350721030082773,-1.64680443456223,2400,3473.36115,-0.874272727272727,22400,6276.39375,14.6,6011.47532694024,1.16125481493003,0.621278889436062,4100,4693.9116,-0.998672727272727,515.568518518519,11895.9984649163,0.809533506486826,0.277360080525822,-14.6,5760.49404,-0.874272727272727,32590.6240740741,67529.6,1100,12061.7056818761,0.421069677407542,0.756286901608508,31258.65,10616.60208,24.3229090909091,2,2,"OWNER",450204,"m","40_50",53.9796,1,"monthly issuance",930226,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,31657.2392496392,489901,1.65617180465078,3.08176293022128,1.15675152024464,157.015017582173,NA,NA,0,12373.6444444444,35987.7314814815,-7,4118.39261363636,-9879,80952,-36921.1163059163,2,5,2,0,-66429.6
"22",6499,7401,940105,80952,24,3373,1,22,29,30354,10395.1772727273,13.5,11456.9027045637,0.350739184165461,-1.6467771088822,2400,3471.95268,-0.863454545454545,22400,6248.26875,14.6,6025.52393665895,1.16338093880917,0.611420787568097,4050,4768.0416,-0.998672727272727,532.394444444444,11890.4618277324,0.806945264582544,0.278693256560739,-14.6,5686.36404,-0.863454545454545,33312.5388888889,67529.6,1100,12270.8957420796,0.306810816646456,0.524110778249153,32353.2,9670.2585,25.1488181818182,8865,9173,"OWNER",450204,"m","40_50",53.9796,1,"monthly issuance",930226,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,32047.5985569986,489901,1.6636892055463,3.08187882381479,1.15675152024464,152.052676065156,NA,NA,0,12777.4666666667,34861.9944444444,-7,4146.90852272727,-9879,80952,-36126.9347763348,2,5,2,0,-66429.6
"23",5479,2486,940110,24516,12,2043,1,31,33,49536,20344.6774193548,12.5,19408.8342137064,0.144632524781629,-1.79629822325633,13907,20544.53646,0.452,59200,13143.5428571429,14.6,15756.3459086411,1.62239569329327,1.77234711158512,8250,9192.8613,-0.998151898734177,1077.48219178082,24002.8330714391,0.0853203613908611,0.254090969915451,-14.6,15144.16596,0.452,55582.2260273973,125254.2,200,29534.2181133033,0.190799028340313,-0.838058458339035,49695.4,37256.10714,392.354,3001,3001,"OWNER",581007,"m","50_60",40.8993,1,"monthly issuance",930227,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,47671.8481529582,359103,1.54788382709906,9.95823662229801,1.15675152024464,22.7530442609737,NA,NA,0,12929.7863013699,-43996.0123287671,-2,7201.13456221198,-9883,24516,36085.634454328,2,5,2,0,-125054.2
